old_act,old_section,new_act,new_section,mapping_type,notes
IPC-1860,131,BNS-2023,159,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,132,BNS-2023,160,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,133,BNS-2023,161,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,134,BNS-2023,162,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,135,BNS-2023,163,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,136,BNS-2023,164,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,137,BNS-2023,165,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,138,BNS-2023,166,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,139,BNS-2023,167,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,140,BNS-2023,168,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,141,BNS-2023,189(1),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,143,BNS-2023,189(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,144,BNS-2023,189(4),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,145,BNS-2023,189(3),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,146,BNS-2023,191(1),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,147,BNS-2023,191(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,148,BNS-2023,191(3),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,149,BNS-2023,190,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,150,BNS-2023,189(6),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,151,BNS-2023,189(5),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,152,BNS-2023,195,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,153,BNS-2023,192,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,153A,BNS-2023,196,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,153AA,BNS-2023,,no_equivalent,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,153B,BNS-2023,197,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,154,BNS-2023,193(1),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,155,BNS-2023,193(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,156,BNS-2023,193(3),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,157,BNS-2023,189(7),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,158,BNS-2023,189(8),split,"158 splits across multiple BNS sub-clauses; Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,158,BNS-2023,189(9),split,"158 splits across multiple BNS sub-clauses; Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,159,BNS-2023,194(1),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,160,BNS-2023,194(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,166,BNS-2023,198,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,166A,BNS-2023,199,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,166B,BNS-2023,200,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,167,BNS-2023,201,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,168,BNS-2023,202,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,169,BNS-2023,203,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,170,BNS-2023,204,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,171,BNS-2023,205,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,171A,BNS-2023,169,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,171B,BNS-2023,170,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,171C,BNS-2023,171,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,171D,BNS-2023,172,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,171E,BNS-2023,173,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,171F,BNS-2023,174,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,171G,BNS-2023,175,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,171H,BNS-2023,176,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,171-I,BNS-2023,177,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,172,BNS-2023,206,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,173,BNS-2023,207,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,174,BNS-2023,208,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,174A,BNS-2023,209,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,175,BNS-2023,210,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,176,BNS-2023,211,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,177,BNS-2023,212,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,178,BNS-2023,213,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,179,BNS-2023,214,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,180,BNS-2023,215,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,181,BNS-2023,216,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,182,BNS-2023,217,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,183,BNS-2023,218,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,184,BNS-2023,219,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,185,BNS-2023,220,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,186,BNS-2023,221,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,187,BNS-2023,222,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,188,BNS-2023,223,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,189,BNS-2023,224,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,190,BNS-2023,225,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,191,BNS-2023,227,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,192,BNS-2023,228,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,193,BNS-2023,229,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,194,BNS-2023,230,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,195,BNS-2023,231,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,195A,BNS-2023,232,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,196,BNS-2023,233,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,197,BNS-2023,234,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,198,BNS-2023,235,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,199,BNS-2023,236,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,200,BNS-2023,237,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,201,BNS-2023,238,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,202,BNS-2023,239,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,203,BNS-2023,240,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,204,BNS-2023,241,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,205,BNS-2023,242,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,206,BNS-2023,243,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,207,BNS-2023,244,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,208,BNS-2023,245,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,209,BNS-2023,246,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,210,BNS-2023,247,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,211,BNS-2023,248,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,212,BNS-2023,249,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
